web-scraper-order,web-scraper-start-url,links,links-href,Title,Votes,Note,Metascore,Genre
1678273718-292,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=101&ref_=adv_nxt",USS Callister,https://www.imdb.com/title/tt5710974/?ref_=adv_li_tt,USS Callister,53000,"8,3",,Drame
1678274374-391,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=1&ref_=adv_nxt",Baywatch: Alerte à Malibu,https://www.imdb.com/title/tt1469304/?ref_=adv_li_tt,Baywatch: Alerte à Malibu,191000,"5,5",37.0,Action
1678281098-709,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=701&ref_=adv_nxt",El que la sigue la consigue,https://www.imdb.com/title/tt6851502/?ref_=adv_li_tt,El que la sigue la consigue,68000,"8,5",,Action
1678274576-424,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=1&ref_=adv_nxt",John Wick 2,https://www.imdb.com/title/tt4425200/?ref_=adv_li_tt,John Wick 2,444000,"7,4",75.0,Action
1678279380-519,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=401&ref_=adv_nxt",The Ghazi Attack,https://www.imdb.com/title/tt6299040/?ref_=adv_li_tt,The Ghazi Attack,14000,"7,5",,Action
1678274583-425,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=1&ref_=adv_nxt",Justice League,https://www.imdb.com/title/tt0974015/?ref_=adv_li_tt,Justice League,459000,"6,1",45.0,Action
1678274084-347,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=51&ref_=adv_nxt",It Comes at Night,https://www.imdb.com/title/tt4695012/?ref_=adv_li_tt,It Comes at Night,97000,"6,2",78.0,Drame
1678279135-479,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=451&ref_=adv_nxt",Vivegam,https://www.imdb.com/title/tt6878378/?ref_=adv_li_tt,Vivegam,13000,"5,2",,Action
1678282985-946,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=501&ref_=adv_nxt",Jagga Jasoos,https://www.imdb.com/title/tt4129428/?ref_=adv_li_tt,Jagga Jasoos,11000,"6,4",,Action
1678279769-585,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=351&ref_=adv_nxt",Electric Dreams,https://www.imdb.com/title/tt5711280/?ref_=adv_li_tt,Electric Dreams,17000,"7,2",,Drame
1678282816-921,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=501&ref_=adv_nxt",Obsession,https://www.imdb.com/title/tt3481634/?ref_=adv_li_tt,Obsession,10000,"5,2",,Drame
1678274445-402,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=1&ref_=adv_nxt",Hitman & Bodyguard,https://www.imdb.com/title/tt1959563/?ref_=adv_li_tt,Hitman & Bodyguard,236000,"6,9",47.0,Action
1678272992-185,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=201&ref_=adv_nxt",Future Man,https://www.imdb.com/title/tt4975856/?ref_=adv_li_tt,Future Man,26000,"7,7",,Action
1678274104-350,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=51&ref_=adv_nxt",Baahubali 2: La conclusion,https://www.imdb.com/title/tt4849438/?ref_=adv_li_tt,Baahubali 2: La conclusion,105000,"8,2",,Action
1678279724-576,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=351&ref_=adv_nxt",Britannia,https://www.imdb.com/title/tt5932548/?ref_=adv_li_tt,Britannia,17000,"6,8",,Action
1678279649-561,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=351&ref_=adv_nxt",120 battements par minute,https://www.imdb.com/title/tt6135348/?ref_=adv_li_tt,120 battements par minute,16000,"7,4",84.0,Drame
1678273116-203,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=201&ref_=adv_nxt",SEAL Team,https://www.imdb.com/title/tt6473344/?ref_=adv_li_tt,SEAL Team,28000,"7,8",,Action
1678283023-953,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=501&ref_=adv_nxt",Bairavaa,https://www.imdb.com/title/tt6201292/?ref_=adv_li_tt,Bairavaa,11000,"5,8",,Action
1678273751-297,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=101&ref_=adv_nxt",Un Monde entre nous,https://www.imdb.com/title/tt3922818/?ref_=adv_li_tt,Un Monde entre nous,54000,"6,4",33.0,Drame
1678273156-211,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=201&ref_=adv_nxt",Counterpart,https://www.imdb.com/title/tt4643084/?ref_=adv_li_tt,Counterpart,28000,"8,0",,Drame
1678281768-795,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=651&ref_=adv_nxt",Foxtrot,https://www.imdb.com/title/tt6896536/?ref_=adv_li_tt,Foxtrot,78000,"7,2",88.0,Drame
1678273696-289,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=151&ref_=adv_nxt",To the Bone,https://www.imdb.com/title/tt5541240/?ref_=adv_li_tt,To the Bone,51000,"6,8",64.0,Drame
1678282671-896,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=551&ref_=adv_nxt",New Best Friends,https://www.imdb.com/title/tt5207750/?ref_=adv_li_tt,New Best Friends,97000,"7,3",,Drame
1678279795-590,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=351&ref_=adv_nxt",HHhH,https://www.imdb.com/title/tt3296908/?ref_=adv_li_tt,HHhH,17000,"6,4",,Action
1678273053-193,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=201&ref_=adv_nxt",Runaways,https://www.imdb.com/title/tt1236246/?ref_=adv_li_tt,Runaways,27000,"6,9",,Action
1678281557-765,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=651&ref_=adv_nxt",Kiborgy. Heroyi ne vmyrayut,https://www.imdb.com/title/tt7691572/?ref_=adv_li_tt,Kiborgy. Heroyi ne vmyrayut,74000,"7,5",,Action
1678280027-637,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=301&ref_=adv_nxt",Knightfall,https://www.imdb.com/title/tt4555364/?ref_=adv_li_tt,Knightfall,21000,"6,8",,Action
1678279544-543,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=401&ref_=adv_nxt",The First Day of the Rest of Your Life,https://www.imdb.com/title/tt5207772/?ref_=adv_li_tt,The First Day of the Rest of Your Life,15000,"7,7",,Drame
1678283010-950,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=501&ref_=adv_nxt",Tabula Rasa,https://www.imdb.com/title/tt5197860/?ref_=adv_li_tt,Tabula Rasa,11000,"8,0",,Drame
1678283089-965,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=501&ref_=adv_nxt",Fi,https://www.imdb.com/title/tt6724368/?ref_=adv_li_tt,Fi,11000,"7,8",,Drame
